"Department","Urban/Rural","Sex","Age","Indiginous","Civil_Status","Residence_2016","Department_2016","Country_2016","Reason","Info_status","Employment_type","Income","Education","Occupation","Pay_frequency","Monthly_Income"
"Cochabamba","Urban","Female",45,"Does not belong","Married","Elsewhere in the country","Tarija",NA,"Job Search",NA,"Self-Employed",6000,"Higher Education","Scientific and Intellectual Professionals","Monthly",6000
"Cochabamba","Urban","Male",12,"Does not belong","Single","Elsewhere in the country","Tarija",NA,"Family Reason","Student",NA,NA,"Incomplete Secondary",NA,NA,NA
"Cochabamba","Urban","Male",10,"Does not belong",NA,"Elsewhere in the country","Tarija",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Cochabamba","Urban","Male",35,"Does not belong","Separated","Elsewhere in the country","Cochabamba",NA,"Job Search",NA,"Stay-at-Home",NA,"Incomplete Secondary","Unskilled Workers",NA,NA
"Cochabamba","Urban","Female",32,"Belongs","Commonlaw Marriage","Elsewhere in the country","La Paz",NA,"Family Reason",NA,NA,NA,"Incomplete Secondary",NA,NA,NA
"Cochabamba","Urban","Male",14,"Does not belong","Single","Elsewhere in the country","La Paz",NA,"Family Reason","Student",NA,NA,"Incomplete Secondary",NA,NA,NA
"Cochabamba","Urban","Male",13,"Does not belong","Single","Elsewhere in the country","La Paz",NA,"Family Reason","Student",NA,NA,"Incomplete Secondary",NA,NA,NA
"Cochabamba","Urban","Female",11,"Does not belong",NA,"Elsewhere in the country","La Paz",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Cochabamba","Urban","Female",7,"Does not belong",NA,"Elsewhere in the country","La Paz",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Cochabamba","Urban","Male",52,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Potosí",NA,"Family Reason",NA,"Unskilled Laborer",NA,"Higher Education","Scientific and Intellectual Professionals",NA,NA
"Cochabamba","Urban","Female",43,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Potosí",NA,"Family Reason",NA,"Self-Employed",300,"Higher Education","Scientific and Intellectual Professionals","Weekly",1200
"Cochabamba","Urban","Male",20,"Does not belong","Single","Elsewhere in the country","Potosí",NA,"Family Reason","Student",NA,NA,"Higher Education",NA,NA,NA
"Cochabamba","Urban","Female",15,"Does not belong","Single","Elsewhere in the country","Potosí",NA,"Family Reason","Student",NA,NA,"Incomplete Secondary",NA,NA,NA
"Cochabamba","Urban","Male",5,"Does not belong",NA,"Elsewhere in the country","Potosí",NA,"Family Reason",NA,NA,NA,"None",NA,NA,NA
"Cochabamba","Urban","Female",26,"Does not belong","Single","Elsewhere in the country","Cochabamba",NA,"Other Reason (Specify)",NA,"Unskilled Laborer",NA,"Higher Education","Scientific and Intellectual Professionals",NA,NA
"Cochabamba","Urban","Male",35,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Cochabamba",NA,"Work Transfer",NA,NA,NA,"Complete Secondary",NA,NA,NA
"Cochabamba","Urban","Female",27,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Cochabamba",NA,"Work Transfer",NA,"Self-Employed",450,"Complete Secondary","Service Workers/Merchants","Daily",13500
"Cochabamba","Urban","Female",22,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Cochabamba",NA,"Family Reason","Stay-at-Home",NA,NA,"Others",NA,NA,NA
"Cochabamba","Urban","Male",41,"Does not belong","Single","Elsewhere in the country","Beni",NA,"Work Transfer",NA,"Unskilled Laborer",NA,"Higher Education","Scientific and Intellectual Professionals",NA,NA
"Cochabamba","Urban","Male",8,"Does not belong",NA,"Elsewhere in the country","Oruro",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Cochabamba","Urban","Female",56,"Does not belong","Single","Abroad","","Argentina","Health",NA,"Self-Employed",100,"Incomplete Secondary","Service Workers/Merchants","Daily",3000
"Cochabamba","Urban","Male",26,"Belongs","Single","Elsewhere in the country","Cochabamba",NA,"Family Reason",NA,"Self-Employed",4500,"Higher Education","Mid-Level Technicians","Monthly",4500
"Cochabamba","Urban","Male",58,"Belongs","Divorced","Abroad","","Estados Unidos de América","Family Reason",NA,"Self-Employed",600,"Complete Primary","Construction/Manufacturing Industry Workers","Weekly",2400
"Cochabamba","Urban","Female",24,"Does not belong","Separated","Abroad","","Argentina","Family Reason",NA,"Unskilled Laborer",NA,"Others","Service Workers/Merchants",NA,NA
"Cochabamba","Urban","Male",23,"Belongs","Single","Elsewhere in the country","Cochabamba",NA,"Work Transfer",NA,"Unskilled Laborer",NA,"Incomplete Secondary","Service Workers/Merchants",NA,NA
"Cochabamba","Urban","Female",10,"Does not belong",NA,"Elsewhere in the country","La Paz",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Cochabamba","Urban","Female",8,"Does not belong",NA,"Elsewhere in the country","La Paz",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Cochabamba","Urban","Female",40,"Belongs","Separated","Elsewhere in the country","Cochabamba",NA,"Family Reason",NA,"Self-Employed",4000,"Incomplete Primary","Construction/Manufacturing Industry Workers","Monthly",4000
"Cochabamba","Urban","Male",19,"Does not belong","Single","Elsewhere in the country","Cochabamba",NA,"Family Reason",NA,NA,NA,"Complete Secondary",NA,NA,NA
"Cochabamba","Urban","Male",17,"Does not belong","Single","Elsewhere in the country","Cochabamba",NA,"Family Reason","Student",NA,NA,"Incomplete Secondary",NA,NA,NA
"Cochabamba","Urban","Female",20,"Does not belong","Single","Elsewhere in the country","Cochabamba",NA,"Job Search",NA,"Stay-at-Home",NA,"Higher Education","Unskilled Workers",NA,NA
"Cochabamba","Urban","Female",8,"Does not belong",NA,"Elsewhere in the country","Cochabamba",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Cochabamba","Rural","Male",32,"Does not belong","Single","Elsewhere in the country","Cochabamba",NA,"Work Transfer",NA,"Unskilled Laborer",NA,"Higher Education","Scientific and Intellectual Professionals",NA,NA
"Cochabamba","Rural","Female",22,"Belongs","Single","Elsewhere in the country","Santa Cruz",NA,NA,NA,"Unpaid Laborer",NA,"Higher Education","Agriculture, Livestock, Fishing and Others",NA,NA
"Cochabamba","Rural","Female",20,"Belongs","Single","Elsewhere in the country","Santa Cruz",NA,NA,NA,"Unpaid Laborer",NA,"Higher Education","Agriculture, Livestock, Fishing and Others",NA,NA
"Cochabamba","Rural","Male",40,"Does not belong","Married","Elsewhere in the country","Cochabamba",NA,"Job Search",NA,"Self-Employed",7000,"Complete Secondary","Construction/Manufacturing Industry Workers","Monthly",7000
"Cochabamba","Rural","Female",35,"Belongs","Married","Abroad","","Estados Unidos de América","Family Reason",NA,"Self-Employed",150,"Complete Secondary","Service Workers/Merchants","Daily",4500
"Cochabamba","Rural","Female",48,"Belongs","Married","Abroad","","España","Family Reason",NA,"Self-Employed",140,"Incomplete Secondary","Service Workers/Merchants","Daily",4200
"Cochabamba","Rural","Female",22,"Belongs","Separated","Elsewhere in the country","Santa Cruz",NA,"Family Reason",NA,"Unskilled Laborer",NA,"Incomplete Secondary","Agriculture, Livestock, Fishing and Others",NA,NA
"Cochabamba","Rural","Male",26,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Cochabamba",NA,"Job Search",NA,"Non-salaried employer/partner",8650,"Higher Education","Agriculture, Livestock, Fishing and Others","Quarterly",2883.33333333333
"Cochabamba","Rural","Male",23,"Does not belong","Commonlaw Marriage","Abroad","","Brasil","Family Reason",NA,"Self-Employed",80,"Complete Secondary","Agriculture, Livestock, Fishing and Others","Daily",2400
"Cochabamba","Rural","Female",24,"Does not belong","Commonlaw Marriage","Abroad","","Brasil","Family Reason","Stay-at-Home",NA,NA,"Complete Secondary",NA,NA,NA
"Cochabamba","Rural","Male",33,"Belongs","Married","Elsewhere in the country","Chuquisaca",NA,"Job Search",NA,"Non-salaried employer/partner",11000,"Incomplete Primary","Construction/Manufacturing Industry Workers","Monthly",11000
"Cochabamba","Rural","Female",30,"Belongs","Married","Elsewhere in the country","Chuquisaca",NA,"Job Search",NA,NA,NA,"Incomplete Primary",NA,NA,NA
"Cochabamba","Rural","Male",12,"Does not belong","Single","Elsewhere in the country","Chuquisaca",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Cochabamba","Rural","Female",10,"Does not belong",NA,"Elsewhere in the country","Chuquisaca",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Cochabamba","Rural","Female",8,"Does not belong",NA,"Elsewhere in the country","Chuquisaca",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Cochabamba","Rural","Male",7,"Does not belong",NA,"Elsewhere in the country","Chuquisaca",NA,"Family Reason","Student",NA,NA,"None",NA,NA,NA
"Cochabamba","Rural","Male",16,"Does not belong","Single","Elsewhere in the country","Chuquisaca",NA,"Family Reason",NA,"Self-Employed",50,"Incomplete Secondary","Agriculture, Livestock, Fishing and Others","Daily",1500
"Cochabamba","Rural","Male",38,"Does not belong","Married","Elsewhere in the country","Cochabamba",NA,"Job Search",NA,"Self-Employed",6000,"Incomplete Primary","Agriculture, Livestock, Fishing and Others","Quarterly",2000
"Cochabamba","Rural","Female",36,"Belongs","Married","Elsewhere in the country","Cochabamba",NA,"Family Reason",NA,"Unskilled Laborer",NA,"Incomplete Primary","Agriculture, Livestock, Fishing and Others",NA,NA
"Cochabamba","Rural","Female",14,"Belongs","Single","Elsewhere in the country","Cochabamba",NA,NA,NA,"Unskilled Laborer",NA,"Incomplete Secondary","Agriculture, Livestock, Fishing and Others",NA,NA
"Cochabamba","Rural","Female",13,"Does not belong","Single","Elsewhere in the country","Cochabamba",NA,NA,"Student",NA,NA,"Incomplete Secondary",NA,NA,NA
"Cochabamba","Rural","Male",8,"Does not belong",NA,"Elsewhere in the country","Cochabamba",NA,NA,NA,"Unpaid Laborer",NA,"Incomplete Primary","Unskilled Workers",NA,NA
"Cochabamba","Rural","Male",6,"Does not belong",NA,"Elsewhere in the country","Cochabamba",NA,NA,NA,NA,NA,"None",NA,NA,NA
"Cochabamba","Rural","Male",28,"Belongs","Commonlaw Marriage","Elsewhere in the country","Cochabamba",NA,NA,NA,"Self-Employed",1000,"Higher Education","Construction/Manufacturing Industry Workers","Monthly",1000
"Cochabamba","Rural","Male",34,"Belongs","Married","Elsewhere in the country","Cochabamba",NA,NA,NA,"Self-Employed",700,"Complete Secondary","Agriculture, Livestock, Fishing and Others","Weekly",2800
"Cochabamba","Rural","Female",30,"Belongs","Married","Elsewhere in the country","Cochabamba",NA,NA,NA,"Unpaid Laborer",NA,"Incomplete Secondary","Agriculture, Livestock, Fishing and Others",NA,NA
"Cochabamba","Rural","Female",7,"Does not belong",NA,"Elsewhere in the country","Cochabamba",NA,NA,"Student",NA,NA,"None",NA,NA,NA
"Cochabamba","Rural","Female",36,"Belongs","Commonlaw Marriage","Elsewhere in the country","Cochabamba",NA,NA,NA,"Self-Employed",14800,"Complete Secondary","Agriculture, Livestock, Fishing and Others","Annually",1233.33333333333
"Cochabamba","Rural","Female",14,"Belongs","Single","Elsewhere in the country","Cochabamba",NA,NA,NA,"Unpaid Laborer",NA,"Incomplete Secondary","Agriculture, Livestock, Fishing and Others",NA,NA
"Cochabamba","Rural","Female",13,"Belongs","Single","Elsewhere in the country","Cochabamba",NA,NA,NA,"Unpaid Laborer",NA,"Incomplete Secondary","Unskilled Workers",NA,NA
"Cochabamba","Rural","Male",11,"Belongs",NA,"Elsewhere in the country","Cochabamba",NA,NA,"Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Oruro","Urban","Female",23,"Does not belong","Single","Abroad","","Argentina","Job Search",NA,NA,NA,"Complete Secondary",NA,NA,NA
"Oruro","Urban","Male",31,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Cochabamba",NA,"Work Transfer",NA,"Non-salaried employer/partner",32000,"Higher Education","Construction/Manufacturing Industry Workers","Monthly",32000
"Oruro","Urban","Female",31,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Cochabamba",NA,"Work Transfer",NA,"Unskilled Laborer",NA,"Higher Education","Scientific and Intellectual Professionals",NA,NA
"Oruro","Urban","Female",5,"Does not belong",NA,"Elsewhere in the country","Cochabamba",NA,"Family Reason",NA,NA,NA,"None",NA,NA,NA
"Oruro","Urban","Male",38,"Does not belong","Married","Elsewhere in the country","Potosí",NA,"Job Search",NA,"Unskilled Laborer",NA,"Incomplete Secondary","Installation/Machinery Operators",NA,NA
"Oruro","Urban","Female",37,"Does not belong","Married","Elsewhere in the country","Potosí",NA,"Job Search","Stay-at-Home",NA,NA,"Complete Secondary",NA,NA,NA
"Oruro","Urban","Male",18,"Does not belong","Single","Elsewhere in the country","Potosí",NA,"Family Reason","Student",NA,NA,"Incomplete Secondary",NA,NA,NA
"Oruro","Urban","Female",16,"Does not belong","Single","Elsewhere in the country","Potosí",NA,"Family Reason","Student",NA,NA,"Incomplete Secondary",NA,NA,NA
"Oruro","Urban","Male",20,"Belongs","Single","Elsewhere in the country","La Paz",NA,"Job Search",NA,"Unskilled Laborer",NA,"Complete Secondary","Construction/Manufacturing Industry Workers",NA,NA
"Oruro","Urban","Male",36,"Does not belong","Married","Elsewhere in the country","Santa Cruz",NA,"Work Transfer",NA,"Unskilled Laborer",NA,"Higher Education","Mid-Level Technicians",NA,NA
"Oruro","Urban","Female",36,"Does not belong","Married","Elsewhere in the country","Santa Cruz",NA,"Family Reason",NA,"Unskilled Laborer",NA,"Higher Education","Scientific and Intellectual Professionals",NA,NA
"Oruro","Urban","Male",12,"Does not belong","Single","Elsewhere in the country","Santa Cruz",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Oruro","Urban","Male",7,"Does not belong",NA,"Elsewhere in the country","Santa Cruz",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Oruro","Urban","Male",54,"Does not belong","Married","Abroad","","Argentina","Work Transfer",NA,"Unskilled Laborer",NA,"Incomplete Secondary","Construction/Manufacturing Industry Workers",NA,NA
"Oruro","Urban","Male",28,"Does not belong","Single","Abroad","","Brasil","Education",NA,NA,NA,"Higher Education",NA,NA,NA
"Oruro","Urban","Male",40,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Potosí",NA,"Work Transfer",NA,"Unskilled Laborer",NA,"Higher Education","Scientific and Intellectual Professionals",NA,NA
"Oruro","Urban","Female",39,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Potosí",NA,"Work Transfer",NA,"Unskilled Laborer",NA,"Higher Education","Scientific and Intellectual Professionals",NA,NA
"Oruro","Urban","Male",9,"Does not belong",NA,"Elsewhere in the country","Potosí",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Oruro","Urban","Female",25,"Does not belong","Single","Elsewhere in the country","Potosí",NA,"Education","Stay-at-Home",NA,NA,"Complete Secondary",NA,NA,NA
"Oruro","Urban","Male",32,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Oruro",NA,"Job Search",NA,"Self-Employed",150,"Complete Secondary","Construction/Manufacturing Industry Workers","Daily",4500
"Oruro","Urban","Female",32,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Oruro",NA,"Job Search","Stay-at-Home",NA,NA,"Complete Secondary",NA,NA,NA
"Oruro","Urban","Female",27,"Belongs","Commonlaw Marriage","Elsewhere in the country","La Paz",NA,"Family Reason",NA,NA,NA,"Complete Secondary",NA,NA,NA
"Oruro","Urban","Male",46,"Does not belong","Separated","Elsewhere in the country","La Paz",NA,"Family Reason",NA,"Self-Employed",100,"Incomplete Secondary","Construction/Manufacturing Industry Workers","Daily",3000
"Oruro","Urban","Male",21,"Does not belong","Single","Elsewhere in the country","Potosí",NA,"Education","Student",NA,NA,"Complete Secondary",NA,NA,NA
"Oruro","Urban","Male",22,"Belongs","Commonlaw Marriage","Elsewhere in the country","Oruro",NA,"Education",NA,"Self-Employed",NA,"Complete Secondary","Installation/Machinery Operators",NA,NA
"Oruro","Urban","Female",25,"Belongs","Commonlaw Marriage","Elsewhere in the country","Oruro",NA,"Job Search",NA,"Unskilled Laborer",NA,"Higher Education","Scientific and Intellectual Professionals",NA,NA
"Oruro","Urban","Female",25,"Belongs","Married","Elsewhere in the country","Cochabamba",NA,"Family Reason","Stay-at-Home",NA,NA,"Complete Secondary",NA,NA,NA
"Oruro","Urban","Male",20,"Does not belong","Single","Elsewhere in the country","Oruro",NA,"Family Reason",NA,"Unskilled Laborer",NA,"Higher Education","Service Workers/Merchants",NA,NA
"Oruro","Urban","Female",34,"Does not belong","Divorced","Elsewhere in the country","La Paz",NA,"Work Transfer","Stay-at-Home",NA,NA,"Higher Education",NA,NA,NA
"Oruro","Urban","Female",14,"Does not belong","Single","Elsewhere in the country","La Paz",NA,"Family Reason","Student",NA,NA,"Incomplete Secondary",NA,NA,NA
"Oruro","Urban","Male",6,"Does not belong",NA,"Elsewhere in the country","La Paz",NA,"Family Reason",NA,NA,NA,"None",NA,NA,NA
"Oruro","Urban","Male",49,"Belongs","Married","Elsewhere in the country","Oruro",NA,"Work Transfer",NA,"Unskilled Laborer",NA,"Higher Education","Scientific and Intellectual Professionals",NA,NA
"Oruro","Urban","Male",36,"Does not belong","Married","Elsewhere in the country","Santa Cruz",NA,"Work Transfer",NA,"Unskilled Laborer",NA,"Higher Education","Construction/Manufacturing Industry Workers",NA,NA
"Oruro","Urban","Female",8,"Does not belong",NA,"Elsewhere in the country","Santa Cruz",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Oruro","Urban","Male",37,"Does not belong","Single","Elsewhere in the country","La Paz",NA,"Family Reason",NA,"Non-salaried employer/partner",45000,"Higher Education","Mid-Level Technicians","Monthly",45000
"Oruro","Urban","Female",43,"Does not belong","Married","Elsewhere in the country","Potosí",NA,"Job Search",NA,"Self-Employed",17200,"Higher Education","Public Administration and Business Managers","Monthly",17200
"Oruro","Urban","Male",36,"Does not belong","Married","Elsewhere in the country","Potosí",NA,"Job Search",NA,"Unpaid Laborer",NA,"Higher Education","Service Workers/Merchants",NA,NA
"Oruro","Urban","Male",48,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Santa Cruz",NA,"Job Search",NA,"Self-Employed",7500,"Higher Education","Scientific and Intellectual Professionals","Monthly",7500
"Oruro","Urban","Female",42,"Does not belong","Married","Elsewhere in the country","Cochabamba",NA,"Family Reason",NA,"Unskilled Laborer",NA,"Higher Education","Scientific and Intellectual Professionals",NA,NA
"Oruro","Urban","Male",41,"Does not belong","Married","Elsewhere in the country","Cochabamba",NA,"Family Reason",NA,"Unskilled Laborer",NA,"Complete Secondary","Installation/Machinery Operators",NA,NA
"Oruro","Urban","Male",21,"Does not belong","Single","Elsewhere in the country","Cochabamba",NA,"Family Reason","Student",NA,NA,"Higher Education",NA,NA,NA
"Oruro","Urban","Female",16,"Does not belong","Single","Elsewhere in the country","Cochabamba",NA,"Family Reason","Student",NA,NA,"Incomplete Secondary",NA,NA,NA
"Oruro","Urban","Male",48,"Does not belong","Married","Elsewhere in the country","Pando",NA,"Work Transfer",NA,NA,NA,"Higher Education",NA,NA,NA
"Oruro","Urban","Female",35,"Does not belong","Married","Elsewhere in the country","Pando",NA,"Work Transfer",NA,"Self-Employed",350,"Higher Education","Scientific and Intellectual Professionals","Weekly",1400
"Oruro","Urban","Male",8,"Does not belong",NA,"Elsewhere in the country","Pando",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Oruro","Urban","Male",42,"Does not belong","Divorced","Elsewhere in the country","La Paz",NA,"Work Transfer",NA,"Self-Employed",5500,"Higher Education","Service Workers/Merchants","Monthly",5500
"Oruro","Urban","Male",22,"Does not belong","Single","Elsewhere in the country","Oruro",NA,"Education",NA,"Unskilled Laborer",NA,"Higher Education","Scientific and Intellectual Professionals",NA,NA
"Oruro","Urban","Female",22,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Oruro",NA,"Family Reason","Stay-at-Home",NA,NA,"Complete Secondary",NA,NA,NA
"Oruro","Urban","Male",38,"Does not belong","Single","Elsewhere in the country","Cochabamba",NA,"Job Search",NA,"Unskilled Laborer",NA,"Higher Education","Scientific and Intellectual Professionals",NA,NA
"Oruro","Urban","Male",24,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Potosí",NA,"Job Search",NA,"Production coop member",2800,"Incomplete Secondary","Unskilled Workers","Monthly",2800
"Oruro","Urban","Female",24,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Potosí",NA,"Family Reason","Stay-at-Home",NA,NA,"Complete Secondary",NA,NA,NA
"Oruro","Urban","Male",30,"Does not belong","Married","Elsewhere in the country","Cochabamba",NA,"Job Search",NA,"Production coop member",2500,"Complete Secondary","Unskilled Workers","Monthly",2500
"Oruro","Urban","Female",28,"Does not belong","Married","Elsewhere in the country","Cochabamba",NA,"Family Reason","Stay-at-Home",NA,NA,"Incomplete Secondary",NA,NA,NA
"Oruro","Urban","Male",45,"Does not belong","Married","Elsewhere in the country","Cochabamba",NA,"Family Reason",NA,"Production coop member",4000,"Complete Secondary","Unskilled Workers","Monthly",4000
"Oruro","Urban","Female",41,"Does not belong","Married","Elsewhere in the country","Cochabamba",NA,"Family Reason",NA,"Self-Employed",3000,"Complete Primary","Service Workers/Merchants","Monthly",3000
"Oruro","Urban","Male",13,"Does not belong","Single","Elsewhere in the country","Cochabamba",NA,"Family Reason","Student",NA,NA,"Complete Primary",NA,NA,NA
"Oruro","Urban","Female",11,"Does not belong",NA,"Elsewhere in the country","Cochabamba",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Oruro","Urban","Female",10,"Does not belong",NA,"Elsewhere in the country","Cochabamba",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Oruro","Urban","Male",39,"Does not belong","Divorced","Elsewhere in the country","Cochabamba",NA,"Job Search",NA,"Unskilled Laborer",NA,"Complete Secondary","Installation/Machinery Operators",NA,NA
"Oruro","Urban","Female",37,"Does not belong","Married","Elsewhere in the country","Oruro",NA,"Family Reason","Stay-at-Home",NA,NA,"Incomplete Secondary",NA,NA,NA
"Oruro","Urban","Male",11,"Does not belong",NA,"Elsewhere in the country","Oruro",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Oruro","Urban","Female",7,"Does not belong",NA,"Elsewhere in the country","Oruro",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Oruro","Urban","Male",6,"Does not belong",NA,"Elsewhere in the country","Oruro",NA,"Family Reason",NA,NA,NA,"None",NA,NA,NA
"Oruro","Urban","Female",35,"Belongs","Commonlaw Marriage","Elsewhere in the country","La Paz",NA,"Other Reason (Specify)",NA,"Self-Employed",300,"Incomplete Primary","Service Workers/Merchants","Weekly",1200
"Oruro","Urban","Male",20,"Belongs","Single","Elsewhere in the country","La Paz",NA,"Family Reason",NA,"Unskilled Laborer",NA,"Incomplete Secondary","Construction/Manufacturing Industry Workers",NA,NA
"Oruro","Urban","Female",15,"Belongs","Single","Elsewhere in the country","La Paz",NA,"Family Reason","Stay-at-Home",NA,NA,"Incomplete Primary",NA,NA,NA
"Oruro","Urban","Male",13,"Does not belong","Single","Elsewhere in the country","La Paz",NA,"Family Reason","Stay-at-Home",NA,NA,"Incomplete Primary",NA,NA,NA
"Oruro","Urban","Female",10,"Does not belong",NA,"Elsewhere in the country","La Paz",NA,"Family Reason","Stay-at-Home",NA,NA,"Incomplete Primary",NA,NA,NA
"Oruro","Urban","Female",9,"Does not belong",NA,"Elsewhere in the country","La Paz",NA,"Family Reason","Stay-at-Home",NA,NA,"Incomplete Primary",NA,NA,NA
"Oruro","Urban","Male",7,"Does not belong",NA,"Elsewhere in the country","La Paz",NA,"Family Reason","Stay-at-Home",NA,NA,"Incomplete Primary",NA,NA,NA
"Oruro","Rural","Female",34,"Does not belong","Married","Elsewhere in the country","Santa Cruz",NA,"Family Reason","Stay-at-Home",NA,NA,"Incomplete Secondary",NA,NA,NA
"Oruro","Rural","Female",15,"Does not belong","Single","Elsewhere in the country","Santa Cruz",NA,"Family Reason","Student",NA,NA,"Incomplete Secondary",NA,NA,NA
"Oruro","Rural","Male",7,"Does not belong",NA,"Elsewhere in the country","Santa Cruz",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Oruro","Rural","Male",54,"Belongs","Married","Elsewhere in the country","Oruro",NA,"Family Reason",NA,"Self-Employed",800,"Complete Secondary","Agriculture, Livestock, Fishing and Others","Monthly",800
"Oruro","Rural","Female",49,"Belongs","Widowed","Elsewhere in the country","Oruro",NA,"Family Reason",NA,"Self-Employed",1000,"Complete Primary","Agriculture, Livestock, Fishing and Others","Monthly",1000
"Oruro","Rural","Male",10,"Does not belong",NA,"Elsewhere in the country","Oruro",NA,"Family Reason",NA,"Unpaid Laborer",NA,"Incomplete Primary","Unskilled Workers",NA,NA
"Oruro","Rural","Female",38,"Belongs","Separated","Elsewhere in the country","Oruro",NA,"Family Reason",NA,"Self-Employed",900,"Complete Secondary","Agriculture, Livestock, Fishing and Others","Bi-monthly",450
"Oruro","Rural","Male",41,"Does not belong","Single","Elsewhere in the country","Oruro",NA,NA,NA,"Unskilled Laborer",NA,"Complete Primary","Construction/Manufacturing Industry Workers",NA,NA
"Oruro","Rural","Male",7,"Belongs",NA,"Elsewhere in the country","Oruro",NA,"Family Reason","Student",NA,NA,"None",NA,NA,NA
"Oruro","Rural","Male",22,"Belongs","Commonlaw Marriage","Elsewhere in the country","Potosí",NA,"Job Search",NA,"Unskilled Laborer",NA,"Incomplete Secondary","Construction/Manufacturing Industry Workers",NA,NA
"Oruro","Rural","Female",20,"Belongs","Commonlaw Marriage","Elsewhere in the country","Potosí",NA,"Job Search",NA,NA,NA,"Incomplete Secondary",NA,NA,NA
"Oruro","Rural","Female",28,"Belongs","Commonlaw Marriage","Elsewhere in the country","Potosí",NA,"Job Search",NA,"Self-Employed",300,"Complete Secondary","Construction/Manufacturing Industry Workers","Monthly",300
"Oruro","Rural","Male",21,"Belongs","Commonlaw Marriage","Elsewhere in the country","Potosí",NA,"Job Search",NA,"Unskilled Laborer",NA,"Incomplete Secondary","Construction/Manufacturing Industry Workers",NA,NA
"Oruro","Rural","Male",33,"Does not belong","Married","Elsewhere in the country","Oruro",NA,"Job Search",NA,"Self-Employed",2900,"Complete Secondary","Construction/Manufacturing Industry Workers","Monthly",2900
"Oruro","Rural","Female",36,"Does not belong","Married","Elsewhere in the country","Oruro",NA,"Family Reason","Stay-at-Home",NA,NA,"Higher Education",NA,NA,NA
"Oruro","Rural","Male",9,"Does not belong",NA,"Elsewhere in the country","Oruro",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Oruro","Rural","Male",8,"Does not belong",NA,"Elsewhere in the country","Oruro",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Oruro","Rural","Male",51,"Belongs","Separated","Elsewhere in the country","Oruro",NA,"Family Reason",NA,"Self-Employed",600,"Complete Primary","Agriculture, Livestock, Fishing and Others","Bi-monthly",300
"Oruro","Rural","Female",42,"Belongs","Single","Elsewhere in the country","Oruro",NA,"Other Reason (Specify)",NA,"Self-Employed",1050,"Incomplete Secondary","Agriculture, Livestock, Fishing and Others","Quarterly",350
"Oruro","Rural","Male",23,"Belongs","Commonlaw Marriage","Elsewhere in the country","Oruro",NA,"Job Search",NA,"Self-Employed",2400,"Complete Secondary","Agriculture, Livestock, Fishing and Others","Annually",200
"Oruro","Rural","Male",28,"Belongs","Single","Elsewhere in the country","Oruro",NA,"Job Search",NA,"Self-Employed",10000,"Complete Secondary","Construction/Manufacturing Industry Workers","Annually",833.333333333333
